"_id"	"store_address"	"loc_point"
"5a605e13d6d39518e26890bb"	"{ ""detail"" : ""广东省广州市番禺区洛浦街道姬迪私宠"" }"	"{ ""lng"" : 113.300120617353, ""lat"" : 23.0365740243153 }"
"5a6586f8d6d3956b2a3da607"	"{ ""detail"" : ""桥南街福景路680号"" }"	"{ ""lat"" : 22.9241938085301, ""lng"" : 113.365346849903 }"
"5a65e75cd6d39532352ab7e3"	"{ ""detail"" : ""员岗地铁站七号小镇创意园G105"" }"	"{ ""lat"" : 23.021844490867, ""lng"" : 113.368300132571 }"
"5a66ff10d6d39532730c2697"	"{ ""detail"" : ""广州市番禺区大石街道大涌路162号之23"" }"	"{ ""lat"" : 23.0286925178388, ""lng"" : 113.326741901132 }"
"5a67e26bd6d395324e150087"	"{ ""detail"" : ""南村镇广地花园e1栋12号铺"" }"	"{ ""lng"" : 113.34334874753, ""lat"" : 23.0249869138198 }"
"5a6ec48ad6d3950cb943d3fa"	"{ ""detail"" : ""钟村街钟村三村一条树自编一号216"" }"	"{ ""lng"" : ""113.333040000000"", ""lat"" : ""22.981100000000"" }"
"5a6fd352d6d395326d64df87"	"{ ""detail"" : ""7号创意小镇"" }"	"{ ""lat"" : 22.9345907957979, ""lng"" : 113.416799529649 }"
"5a703e48d6d395326b5eec01"	"{ ""detail"" : ""大石街道景华南路169号商铺"" }"	"{ ""lat"" : 23.0202265952233, ""lng"" : 113.324599262831 }"
"5a7330b5d6d395327752ca9e"	"{ ""detail"" : ""锦绣香江紫荆园商业街11-3"" }"	"{ ""lng"" : 113.083903242192, ""lat"" : 23.0413753032484 }"
"5a756cc0d6d3950cb00618ae"	"{ ""detail"" : ""广州市番禺区大石街敏昌街43号2栋49"" }"	"{ ""lat"" : 23.0125970090464, ""lng"" : 113.335788960497 }"
"5a7e7c8ed6d3950cb943d870"	"{ ""detail"" : ""大石街道富丽家园福宁园15栋1梯"" }"	"{ ""lat"" : 23.0335352854194, ""lng"" : 113.32354305767 }"
"5a978d4ed6d39518f31dec19"	"{ ""detail"" : ""东怡新区东豪路"" }"	"{ ""lat"" : 22.9404038411355, ""lng"" : 113.399009772708 }"
"5a98e59bd6d3950cb6583ba1"	"{ ""detail"" : ""桥南路九巷一号自编a座101"" }"	"{ ""lat"" : 22.9287809076665, ""lng"" : 113.374850922195 }"
"5a9a17b8d6d3956c4c10182c"	"{ ""detail"" : ""广州市番禺区洛浦街道如意二马路20号"" }"	"{ ""lng"" : 113.309163682851, ""lat"" : 23.0456368540801 }"
"5a9a5b61d6d3950caf5c16d3"	"{ ""detail"" : ""北桥路126号"" }"	"{ ""lat"" : 22.9475864555472, ""lng"" : 113.359311916709 }"
"5a9e082fd6d3957d2f6a11c1"	"{ ""detail"" : ""金海岸花园兴泰东路33号"" }"	"{ ""lat"" : 22.9391410156957, ""lng"" : 113.413686196498 }"
"5aa1e9b2d6d39518f84bdb4a"	"{ ""detail"" : ""南村镇员岗大道七号小镇创意园G105"" }"	"{ ""lat"" : 23.0215149329078, ""lng"" : 113.366436037248 }"
"5aa9ec8cd6d39532730c3cb3"	"{ ""detail"" : ""员岗"" }"	"{ ""lat"" : 23.021844490867, ""lng"" : 113.368300132571 }"
"5aaa307cd6d395328f7b32bf"	"{ ""detail"" : ""七号小镇g105"" }"	"{ ""lng"" : 113.359238731759, ""lat"" : 23.0152164529099 }"
"5ab09a5ad6d3950cb8482be5"	"{ ""detail"" : ""诺德中心城番禺大道北乐贝宠物会所"" }"	"{ ""lat"" : 22.9684218019903, ""lng"" : 113.380381845811 }"
"5abb0534d6d3956c4c10229f"	"{ ""detail"" : ""如意路6号"" }"	"{ ""lat"" : 23.0489323768243, ""lng"" : 113.313000371734 }"
"5abb5c5fd6d395324e151adc"	"{ ""detail"" : ""鱼窝头同乐路16号"" }"	"{ ""lat"" : 22.856825757719, ""lng"" : 113.463516429307 }"
"5ac1913d7f686f551e7ff1c2"	"{ ""detail"" : ""洛溪新城彩虹花园东区3栋9号铺"" }"	"{ ""lat"" : 23.0517232266782, ""lng"" : 113.304996526236 }"
"5ac1b7ef7f686f0b602718e1"	"{ ""detail"" : ""吉祥南街62号"" }"	"{ ""lat"" : 23.0472580096099, ""lng"" : 113.307901000372 }"
"5ac1c0127f686f30f353c5e6"	"{ ""detail"" : ""洛溪新城如意二马路17号"" }"	"{ ""lat"" : 23.0455083113029, ""lng"" : 113.30907324774 }"
"5ac1c2ae7f686f0b4140e4fc"	"{ ""detail"" : ""洛涛居南区25栋61号"" }"	"{ ""lat"" : 23.0447327491728, ""lng"" : 113.309823035502 }"
"5ac1deae7f686f55686a0570"	"{ ""detail"" : ""如意路6号"" }"	"{ ""lat"" : 23.0489323768243, ""lng"" : 113.313000371734 }"
"5ac1ea887f686f0b5d1e63e0"	"{ ""detail"" : ""洛溪如意路46号"" }"	"{ ""lat"" : 23.0520993410217, ""lng"" : 113.313214279835 }"
"5ac1f1137f686f450d3f25b0"	"{ ""detail"" : ""洛溪新城洛浦街上漖海滨花园正门7号铺"" }"	"{ ""lat"" : 23.0425128515414, ""lng"" : 113.314825767157 }"
"5ac1fda67f686f502c301a45"	"{ ""detail"" : ""丽江花园后门沿沙东路20号"" }"	"{ ""lng"" : ""113.304730000000"", ""lat"" : ""23.041840000000"" }"
"5ac2f5997f686f31224d3312"	"{ ""detail"" : ""洛涛南区25栋76号"" }"	"{ ""lat"" : 23.0510924839496, ""lng"" : 113.303574871529 }"
"5ac3090f7f686f07ee5fc09d"	"{ ""detail"" : ""七村大街与南浦大街交叉口西南50米"" }"	"{ ""lat"" : 23.051326937256, ""lng"" : 113.282198038146 }"
"5ac314077f686f30dd09119e"	"{ ""detail"" : ""锦绣半岛东区1-2座19号商铺"" }"	"{ ""lat"" : 23.0502004971915, ""lng"" : 113.26655378539 }"
"5ac346ab7f686f0b5a0b2076"	"{ ""detail"" : ""南浦大道渔乐农庄路口左边50米"" }"	"{ ""lat"" : 23.0415179348565, ""lng"" : 113.287755866911 }"
"5ac350bed6d395279769e90a"	"{ ""detail"" : ""洛浦街道迎宾路东海花园86号铺"" }"	"{ ""lng"" : 113.321603863109, ""lat"" : 23.0414143795737 }"
"5ac35ba97f686f0b5572fb4e"	"{ ""detail"" : ""东海花园24铺"" }"	"{ ""lat"" : 23.0401892897503, ""lng"" : 113.320272754004 }"
"5ac435247f686f0b9b0e1571"	"{ ""detail"" : ""宾至路54号"" }"	"{ ""lat"" : 23.0344867993758, ""lng"" : 113.320583882118 }"
"5ac43b8e7f686f5547349337"	"{ ""detail"" : ""105国道大石段276号"" }"	"{ ""lat"" : 23.0342190708237, ""lng"" : 113.317186894918 }"
"5ac47fd67f686f450c0d62a2"	"{ ""detail"" : ""番禺大道北和缘广场首层A3铺"" }"	"{ ""lat"" : 23.0248701429873, ""lng"" : 113.342223612693 }"
